"날짜","시간","측정소명","수온","pH","용존산소","총질소","총인","총유기탄소","페놀","시안"
"20250717","03:00","중랑천","22.1","6.7","9.2","2.300","점검중","7.7","0.000","0.000"
"20250717","03:00","안양천","23.4","6.9","5.8","6.090","0.530","6.8","0.000","0.000"
"20250717","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250717","02:00","탄천","26.1","6.7","3.3","2.750","0.080","4.0","0.000","0.000"
"20250717","02:00","중랑천","22.1","6.7","9.2","2.825","점검중","9.1","0.000","0.000"
"20250717","02:00","안양천","23.1","6.9","5.8","4.720","0.555","6.5","0.000","0.000"
"20250717","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250717","01:00","탄천","26.0","6.7","3.3","2.700","0.080","4.2","0.000","0.000"
"20250717","01:00","중랑천","22.8","6.7","8.7","3.025","0.435","9.4","0.000","0.000"
"20250717","01:00","안양천","23.1","6.9","5.7","4.630","0.605","6.8","0.000","0.000"
"20250717","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","24:00","탄천","25.8","6.7","3.2","3.050","0.075","5.9","0.000","0.000"
"20250716","24:00","중랑천","23.0","6.7","8.3","3.775","0.655","11.2","0.000","0.000"
"20250716","24:00","안양천","23.0","7.0","6.0","4.540","0.850","7.9","0.000","0.000"
"20250716","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","23:00","탄천","26.4","6.7","3.4","3.400","0.120","9.4","0.000","0.000"
"20250716","23:00","중랑천","22.9","6.8","8.0","5.675","0.955","19.1","0.000","0.000"
"20250716","23:00","안양천","23.1","7.0","5.1","6.350","1.340","9.4","0.000","0.000"
"20250716","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","22:00","탄천","26.1","6.7","3.4","5.475","0.320","8.9","0.000","0.000"
"20250716","22:00","중랑천","23.2","6.8","8.1","13.600","1.675","59.7","0.000","0.000"
"20250716","22:00","안양천","23.6","7.0","2.7","12.850","2.025","14.3","0.000","0.000"
"20250716","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","21:00","탄천","24.4","6.9","3.7","11.575","1.145","74.4","0.000","0.000"
"20250716","21:00","중랑천","23.8","6.9","8.0","5.050","0.380","8.9","0.000","0.000"
"20250716","21:00","안양천","24.1","6.9","3.5","9.570","1.150","10.1","0.000","0.000"
"20250716","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","20:00","탄천","24.6","6.9","5.5","10.200","1.185","23.3","0.000","0.000"
"20250716","20:00","중랑천","24.3","7.0","7.9","4.150","0.150","4.2","0.000","0.000"
"20250716","20:00","안양천","23.8","7.0","4.1","12.800","1.195","9.8","0.000","0.000"
"20250716","20:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","19:00","탄천","25.4","7.0","6.6","5.825","0.305","11.7","0.000","0.000"
"20250716","19:00","중랑천","24.3","7.1","8.3","4.075","0.150","4.2","0.000","0.000"
"20250716","19:00","안양천","24.1","6.9","2.9","16.300","1.090","11.5","0.000","0.000"
"20250716","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","18:00","탄천","25.7","7.1","8.2","5.250","0.155","5.2","0.000","0.000"
"20250716","18:00","중랑천","24.4","7.1","8.2","4.050","0.150","4.0","0.000","0.000"
"20250716","18:00","안양천","24.6","6.9","1.7","21.420","1.255","13.2","0.000","0.000"
"20250716","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","17:00","탄천","26.0","7.1","8.8","5.075","0.120","4.3","0.000","0.000"
"20250716","17:00","중랑천","24.4","7.1","8.3","4.000","0.160","4.0","0.000","0.000"
"20250716","17:00","안양천","24.7","7.0","6.3","7.590","0.125","5.7","0.000","0.000"
"20250716","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","16:00","탄천","26.1","7.1","9.1","5.000","0.120","4.2","0.000","0.000"
"20250716","16:00","중랑천","24.5","7.1","8.1","3.800","0.160","4.0","0.000","0.000"
"20250716","16:00","안양천","24.8","7.0","9.2","7.730","0.115","5.5","0.000","0.000"
"20250716","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","15:00","탄천","26.0","7.1","9.0","4.925","0.115","4.3","0.000","0.000"
"20250716","15:00","중랑천","24.6","7.1","8.0","3.525","0.150","3.8","0.000","0.000"
"20250716","15:00","안양천","24.8","7.0","9.2","7.560","0.105","5.8","0.000","0.000"
"20250716","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","14:00","탄천","25.9","7.1","8.8","4.650","0.105","4.0","0.000","0.000"
"20250716","14:00","중랑천","24.6","7.1","8.0","3.475","0.145","4.2","0.000","0.000"
"20250716","14:00","안양천","25.0","7.0","9.0","8.340","0.115","5.7","0.000","0.000"
"20250716","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","13:00","탄천","25.9","7.1","8.7","4.350","0.095","3.8","0.000","0.000"
"20250716","13:00","중랑천","24.7","7.0","8.0","3.400","0.150","3.8","0.000","0.000"
"20250716","13:00","안양천","25.0","7.0","9.1","8.070","0.090","5.4","0.000","0.000"
"20250716","13:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","12:00","탄천","25.8","7.1","8.7","4.275","0.095","3.7","0.000","0.000"
"20250716","12:00","중랑천","24.7","7.0","7.9","3.250","0.145","3.6","0.000","0.000"
"20250716","12:00","안양천","25.0","7.0","8.7","8.560","0.105","5.3","0.000","0.000"
"20250716","12:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","11:00","탄천","25.8","7.1","8.7","4.350","0.100","3.8","0.000","0.000"
"20250716","11:00","중랑천","24.7","7.0","7.9","3.150","0.145","3.5","0.000","0.000"
"20250716","11:00","안양천","25.2","7.0","8.6","7.980","0.110","5.7","0.000","0.000"
"20250716","11:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","10:00","탄천","25.9","7.1","8.5","4.575","0.100","4.0","0.000","0.000"
"20250716","10:00","중랑천","24.8","7.0","7.8","3.125","0.150","3.7","0.000","0.000"
"20250716","10:00","안양천","25.2","6.9","8.0","8.620","0.095","5.9","0.000","0.000"
"20250716","10:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","09:00","탄천","25.8","7.0","8.1","4.800","0.120","4.2","0.000","0.000"
"20250716","09:00","중랑천","24.8","7.0","7.8","3.150","0.145","3.7","0.000","0.000"
"20250716","09:00","안양천","25.1","6.9","7.1","8.350","0.090","5.3","0.000","0.000"
"20250716","09:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","08:00","탄천","25.7","7.0","7.6","5.100","0.140","4.3","0.000","0.000"
"20250716","08:00","중랑천","24.9","7.0","7.7","3.200","0.150","3.6","0.000","0.000"
"20250716","08:00","안양천","25.0","6.9","6.3","8.500","0.100","5.4","0.000","0.000"
"20250716","08:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","07:00","탄천","25.8","7.0","7.3","5.500","0.150","4.2","0.000","0.000"
"20250716","07:00","중랑천","25.0","7.1","7.7","3.325","0.160","4.2","0.000","0.000"
"20250716","07:00","안양천","25.2","6.9","5.6","8.210","0.100","5.7","0.000","0.000"
"20250716","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","06:00","탄천","25.9","6.9","7.2","5.650","0.160","4.5","0.000","0.000"
"20250716","06:00","중랑천","25.1","7.0","7.7","3.475","0.160","4.2","0.000","0.000"
"20250716","06:00","안양천","25.3","6.9","5.8","7.420","0.125","5.5","0.000","0.000"
"20250716","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","05:00","탄천","26.0","6.9","7.3","5.850","0.160","4.7","0.000","0.000"
"20250716","05:00","중랑천","25.2","7.1","7.8","3.550","0.165","4.5","0.000","0.000"
"20250716","05:00","안양천","25.5","6.9","5.7","7.480","0.105","5.8","0.000","0.000"
"20250716","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","04:00","탄천","26.0","6.9","7.3","5.850","0.160","4.5","0.000","0.000"
"20250716","04:00","중랑천","25.4","7.1","7.7","3.575","0.165","4.1","0.000","0.000"
"20250716","04:00","안양천","25.5","6.9","6.2","6.720","0.105","5.5","0.000","0.000"
"20250716","04:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","03:00","탄천","26.1","6.9","7.3","5.875","0.160","4.8","0.000","0.000"
"20250716","03:00","중랑천","25.5","7.2","7.8","3.650","0.175","4.2","0.000","0.000"
"20250716","03:00","안양천","25.8","6.9","6.3","6.530","0.110","5.4","0.000","0.000"
"20250716","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","02:00","탄천","26.2","6.9","7.4","5.875","0.150","4.9","0.000","0.000"
"20250716","02:00","중랑천","25.6","7.2","7.8","3.650","0.175","4.2","0.000","0.000"
"20250716","02:00","안양천","25.9","6.9","6.5","5.850","0.115","5.4","0.000","0.000"
"20250716","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250716","01:00","탄천","26.4","6.9","7.4","5.625","0.150","5.0","0.000","0.000"
"20250716","01:00","중랑천","25.7","7.3","7.9","3.850","0.170","4.2","0.000","0.000"
"20250716","01:00","안양천","26.1","6.9","6.7","6.250","0.125","5.7","0.000","0.000"
"20250716","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","24:00","탄천","26.5","7.0","7.6","5.475","0.145","5.0","0.000","0.000"
"20250715","24:00","중랑천","25.7","7.3","7.9","3.800","0.175","4.7","0.000","0.000"
"20250715","24:00","안양천","26.2","6.9","7.0","6.370","0.140","5.4","0.000","0.000"
"20250715","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","23:00","탄천","26.8","7.0","7.7","5.175","0.140","4.4","0.000","0.000"
"20250715","23:00","중랑천","25.6","7.4","8.0","3.975","0.175","4.5","0.000","0.000"
"20250715","23:00","안양천","26.3","7.0","7.6","6.550","0.140","5.9","0.000","0.000"
"20250715","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","22:00","탄천","27.1","7.0","7.9","4.800","0.135","4.5","0.000","0.000"
"20250715","22:00","중랑천","25.6","7.4","8.0","4.025","0.175","4.3","0.000","0.000"
"20250715","22:00","안양천","26.5","7.0","8.0","7.500","0.150","5.8","0.000","0.000"
"20250715","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","21:00","탄천","27.3","7.1","8.3","4.600","0.125","4.3","0.000","0.000"
"20250715","21:00","중랑천","25.6","7.5","8.0","4.275","0.175","4.5","0.000","0.000"
"20250715","21:00","안양천","26.5","7.0","8.6","4.990","0.160","5.7","0.000","0.000"
"20250715","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","20:00","탄천","27.6","7.1","8.8","4.400","0.120","4.5","0.000","0.000"
"20250715","20:00","중랑천","25.6","7.5","8.0","4.425","0.175","4.7","0.000","0.000"
"20250715","20:00","안양천","26.9","7.1","9.1","7.090","0.170","5.9","0.000","0.000"
"20250715","20:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","19:00","탄천","27.8","7.1","9.3","4.325","0.120","4.8","0.000","0.000"
"20250715","19:00","중랑천","25.6","7.5","8.1","4.875","0.175","4.8","0.000","0.000"
"20250715","19:00","안양천","27.1","7.1","9.4","7.120","0.185","5.8","0.000","0.000"
"20250715","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","18:00","탄천","27.8","7.1","9.5","4.225","0.120","4.5","0.000","0.000"
"20250715","18:00","중랑천","25.4","7.4","8.1","4.925","0.175","4.8","0.000","0.000"
"20250715","18:00","안양천","27.5","7.1","9.3","7.650","0.185","5.7","0.000","0.000"
"20250715","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","17:00","탄천","27.5","7.1","9.5","4.225","0.120","5.0","0.000","0.000"
"20250715","17:00","중랑천","25.2","7.3","8.1","5.425","0.170","4.3","0.000","0.000"
"20250715","17:00","안양천","27.3","7.0","9.1","7.760","0.190","6.0","0.000","0.000"
"20250715","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","16:00","탄천","27.1","7.1","9.4","4.400","0.125","4.7","0.000","0.000"
"20250715","16:00","중랑천","25.1","7.2","8.1","4.375","0.175","4.3","0.000","0.000"
"20250715","16:00","안양천","27.0","7.0","8.9","8.530","0.205","5.8","0.000","0.000"
"20250715","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","15:00","탄천","26.9","7.1","9.4","4.500","0.145","5.0","0.000","0.000"
"20250715","15:00","중랑천","24.8","7.2","8.0","5.250","0.175","4.7","0.000","0.000"
"20250715","15:00","안양천","26.5","7.0","8.5","10.510","0.235","6.3","0.000","0.000"
"20250715","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","14:00","탄천","26.6","7.1","9.2","4.400","0.125","5.5","0.000","0.000"
"20250715","14:00","중랑천","24.7","7.1","7.9","5.500","0.185","5.1","0.000","0.000"
"20250715","14:00","안양천","26.2","7.0","7.8","10.150","0.290","7.0","0.000","0.000"
"20250715","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","13:00","탄천","26.1","7.1","8.9","4.300","0.135","5.0","0.000","0.000"
"20250715","13:00","중랑천","24.5","7.0","7.9","5.375","0.205","5.1","0.000","0.000"
"20250715","13:00","안양천","25.9","6.9","5.5","10.540","0.325","6.6","0.000","0.000"
"20250715","13:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","12:00","탄천","25.7","7.1","8.6","4.400","0.155","5.6","0.000","0.000"
"20250715","12:00","중랑천","24.4","7.0","7.9","4.700","0.175","4.5","0.000","0.000"
"20250715","12:00","안양천","25.7","6.9","4.0","11.780","0.340","6.9","0.000","0.000"
"20250715","12:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","11:00","탄천","25.5","7.1","8.4","2.550","0.150","6.4","0.000","0.000"
"20250715","11:00","중랑천","24.3","7.0","7.9","4.125","0.175","4.4","0.000","0.000"
"20250715","11:00","안양천","25.7","6.9","2.9","11.950","0.430","6.9","0.000","0.000"
"20250715","11:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","10:00","탄천","25.4","7.1","8.5","2.550","0.180","5.9","0.000","0.000"
"20250715","10:00","중랑천","24.3","6.9","7.8","4.050","0.175","5.0","0.000","0.000"
"20250715","10:00","안양천","25.4","6.9","2.4","12.250","0.420","7.0","0.000","0.000"
"20250715","10:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","09:00","탄천","25.3","7.1","8.3","2.800","0.200","6.5","0.000","0.000"
"20250715","09:00","중랑천","24.3","7.0","7.9","3.950","0.175","4.5","0.000","0.000"
"20250715","09:00","안양천","25.3","6.9","1.6","13.090","0.415","6.9","0.000","0.000"
"20250715","09:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","08:00","탄천","25.3","7.1","7.9","3.125","0.240","11.7","0.000","0.000"
"20250715","08:00","중랑천","24.3","7.0","7.9","4.050","0.175","4.3","0.000","0.000"
"20250715","08:00","안양천","25.1","6.8","1.5","13.020","0.395","6.5","0.000","0.000"
"20250715","08:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","07:00","탄천","25.3","7.0","7.5","3.525","0.270","10.1","0.000","0.000"
"20250715","07:00","중랑천","24.4","7.0","7.8","4.325","0.220","5.1","0.000","0.000"
"20250715","07:00","안양천","25.2","6.8","1.3","14.150","0.410","6.8","0.000","0.000"
"20250715","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","06:00","탄천","25.3","7.0","7.0","4.025","0.370","10.7","0.000","0.000"
"20250715","06:00","중랑천","24.6","7.0","7.8","4.025","0.175","3.8","0.000","0.000"
"20250715","06:00","안양천","25.3","6.8","1.3","14.080","0.380","7.0","0.000","0.000"
"20250715","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","05:00","탄천","25.5","6.9","5.7","5.475","0.570","14.0","0.000","0.000"
"20250715","05:00","중랑천","24.7","7.1","8.0","4.475","0.210","5.0","0.000","0.000"
"20250715","05:00","안양천","25.3","6.8","1.4","13.850","0.340","6.8","0.000","0.000"
"20250715","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","04:00","탄천","25.7","6.9","4.4","5.925","0.665","14.0","0.000","0.000"
"20250715","04:00","중랑천","25.0","7.1","7.8","5.425","0.290","7.7","0.000","0.000"
"20250715","04:00","안양천","25.4","6.8","2.7","11.970","0.220","6.6","0.000","0.000"
"20250715","04:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","03:00","탄천","25.8","6.9","4.6","6.175","0.675","13.0","0.000","0.000"
"20250715","03:00","중랑천","25.3","7.0","7.6","5.175","0.240","5.8","0.000","0.000"
"20250715","03:00","안양천","25.3","6.8","4.4","10.560","0.225","6.1","0.000","0.000"
"20250715","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","02:00","탄천","26.0","6.9","4.5","6.050","0.665","11.8","0.000","0.000"
"20250715","02:00","중랑천","25.4","7.3","8.0","4.600","0.160","4.1","0.000","0.000"
"20250715","02:00","안양천","25.4","6.9","4.7","9.500","0.335","6.8","0.000","0.000"
"20250715","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250715","01:00","탄천","26.1","6.9","4.7","6.175","0.575","12.8","0.000","0.000"
"20250715","01:00","중랑천","25.6","7.5","8.2","4.575","0.150","4.2","0.000","0.000"
"20250715","01:00","안양천","25.3","6.9","3.5","14.720","0.885","9.6","0.000","0.000"
"20250715","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","24:00","탄천","26.3","6.9","4.5","6.700","0.590","11.5","0.000","0.000"
"20250714","24:00","중랑천","25.8","7.6","8.2","4.750","0.150","3.6","0.000","0.000"
"20250714","24:00","안양천","25.3","6.9","1.4","17.190","0.880","10.8","0.000","0.000"
"20250714","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","23:00","탄천","26.5","6.9","4.5","6.750","0.600","10.7","0.000","0.000"
"20250714","23:00","중랑천","25.9","7.7","8.3","4.775","0.165","4.1","0.000","0.000"
"20250714","23:00","안양천","25.5","7.0","5.8","8.490","0.130","5.5","0.000","0.000"
"20250714","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","22:00","탄천","26.6","6.9","4.8","6.000","0.555","9.6","0.000","0.000"
"20250714","22:00","중랑천","26.1","7.7","8.3","4.525","0.150","3.6","0.000","0.000"
"20250714","22:00","안양천","25.8","7.0","7.3","8.710","0.195","5.7","0.000","0.000"
"20250714","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","21:00","탄천","26.9","7.0","7.3","4.850","0.275","6.1","0.000","0.000"
"20250714","21:00","중랑천","26.2","7.7","8.2","4.475","0.145","3.5","0.000","0.000"
"20250714","21:00","안양천","25.9","7.1","7.8","8.820","0.140","5.9","0.000","0.000"
"20250714","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","20:00","탄천","27.2","7.1","8.6","4.625","0.200","4.8","0.000","0.000"
"20250714","20:00","중랑천","26.3","7.7","8.2","4.350","0.145","4.0","0.000","0.000"
"20250714","20:00","안양천","26.1","7.1","8.1","9.380","0.130","5.7","0.000","0.000"
"20250714","20:00","선유","25.7","7.4","7.4","점검중","점검중","점검중","0.000","0.000"
"20250714","19:00","탄천","27.5","7.1","9.1","4.625","0.235","5.5","0.000","0.000"
"20250714","19:00","중랑천","26.4","7.7","8.2","4.275","0.145","3.6","0.000","0.000"
"20250714","19:00","안양천","26.0","7.1","8.4","9.350","0.135","5.7","0.000","0.000"
"20250714","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","18:00","탄천","27.6","7.2","9.6","4.525","0.225","5.3","0.000","0.000"
"20250714","18:00","중랑천","26.4","7.7","8.2","4.000","0.140","3.7","0.000","0.000"
"20250714","18:00","안양천","26.2","7.2","8.7","9.990","0.110","5.5","0.000","0.000"
"20250714","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","17:00","탄천","27.8","7.2","10.0","4.575","0.190","4.3","0.000","0.000"
"20250714","17:00","중랑천","26.5","7.6","8.1","4.050","0.140","3.5","0.000","0.000"
"20250714","17:00","안양천","26.3","7.2","9.0","9.620","0.175","5.7","0.000","0.000"
"20250714","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","16:00","탄천","28.1","7.2","10.3","4.275","0.185","4.4","0.000","0.000"
"20250714","16:00","중랑천","26.5","7.5","8.1","3.950","0.140","3.5","0.000","0.000"
"20250714","16:00","안양천","26.8","7.3","9.5","10.570","0.110","5.7","0.000","0.000"
"20250714","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","15:00","탄천","28.4","7.3","10.5","4.200","0.160","4.0","0.000","0.000"
"20250714","15:00","중랑천","26.5","7.5","8.0","3.975","0.145","3.6","0.000","0.000"
"20250714","15:00","안양천","27.0","7.3","9.6","9.730","0.100","5.5","0.000","0.000"
"20250714","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","14:00","탄천","28.7","7.3","10.7","3.850","0.145","3.7","0.000","0.000"
"20250714","14:00","중랑천","26.4","7.4","8.0","3.950","0.145","3.5","0.000","0.000"
"20250714","14:00","안양천","27.2","7.2","9.4","10.730","0.100","5.7","0.000","0.000"
"20250714","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250714","13:00","탄천","28.6","7.3","10.7","3.525","0.150","4.2","0.000","0.000"
"20250714","13:00","중랑천","26.4","7.3","7.9","3.950","0.130","3.5","0.000","0.000"
"20250714","13:00","안양천","27.7","7.2","9.3","10.120","0.080","5.5","0.000","0.000"
"20250714","13:00","선유","23.4","7.2","8.1","점검중","점검중","점검중","0.000","0.000"
"20250714","12:00","탄천","28.0","7.3","10.6","3.450","0.160","4.0","0.000","0.000"
"20250714","12:00","중랑천","26.4","7.3","7.9","3.950","0.140","3.5","0.000","0.000"
"20250714","12:00","안양천","27.3","7.1","8.9","11.170","0.105","5.9","0.000","0.000"
"20250714","12:00","선유","23.3","7.2","8.4","2.900","0.165","2.3","0.000","0.000"
"20250714","11:00","탄천","27.3","7.2","10.2","3.525","0.160","3.8","0.000","0.000"
"20250714","11:00","중랑천","26.2","7.2","7.9","4.000","0.145","3.4","0.000","0.000"
"20250714","11:00","안양천","26.7","7.0","8.5","점검중","0.105","6.3","0.000","0.000"
"20250714","11:00","선유","23.2","7.2","8.6","2.890","0.161","2.3","0.000","0.000"
"20250714","10:00","탄천","26.8","7.2","9.5","4.100","0.160","4.0","0.000","0.000"
"20250714","10:00","중랑천","26.1","7.2","7.8","4.050","0.145","3.4","0.000","0.000"
"20250714","10:00","안양천","25.9","7.0","8.7","10.270","0.085","6.9","0.000","0.000"
"20250714","10:00","선유","23.2","7.2","8.5","2.890","0.158","2.3","0.000","0.000"
"20250714","09:00","탄천","26.5","7.1","8.7","4.450","0.165","4.0","0.000","0.000"
"20250714","09:00","중랑천","26.1","7.2","7.8","4.275","0.145","3.6","0.000","0.000"
"20250714","09:00","안양천","25.8","6.9","7.8","10.210","0.095","5.8","0.000","0.000"
"20250714","09:00","선유","23.5","7.3","8.6","2.900","0.160","2.4","0.000","0.000"
"20250714","08:00","탄천","26.5","7.0","8.2","4.900","0.180","4.0","0.000","0.000"
"20250714","08:00","중랑천","26.1","7.2","7.8","4.225","0.145","3.6","0.000","0.000"
"20250714","08:00","안양천","25.4","6.9","6.8","9.350","0.100","5.9","0.000","0.000"
"20250714","08:00","선유","23.6","7.3","8.6","2.870","0.162","2.3","0.000","0.000"
"20250714","07:00","탄천","26.5","7.0","7.9","5.050","0.185","4.3","0.000","0.000"
"20250714","07:00","중랑천","26.2","7.3","7.8","4.275","0.145","3.4","0.000","0.000"
"20250714","07:00","안양천","25.4","6.9","5.8","9.440","0.115","5.4","0.000","0.000"
"20250714","07:00","선유","23.7","7.3","8.6","2.860","0.161","2.3","0.000","0.000"
"20250714","06:00","탄천","26.6","7.0","7.8","5.325","0.195","4.2","0.000","0.000"
"20250714","06:00","중랑천","26.4","7.3","7.8","4.300","0.145","3.5","0.000","0.000"
"20250714","06:00","안양천","25.4","6.9","5.9","8.550","0.100","5.5","0.000","0.000"
"20250714","06:00","선유","23.9","7.3","8.4","2.910","0.166","2.3","0.000","0.000"
"20250714","05:00","탄천","26.8","7.0","7.8","5.350","0.190","4.3","0.000","0.000"
"20250714","05:00","중랑천","26.6","7.4","7.8","4.275","0.145","3.7","0.000","0.000"
"20250714","05:00","안양천","25.6","6.9","6.1","9.300","0.115","5.7","0.000","0.000"
"20250714","05:00","선유","24.0","7.3","8.4","2.900","0.166","2.4","0.000","0.000"
"20250714","04:00","탄천","27.0","6.9","7.8","5.650","0.185","4.2","0.000","0.000"
"20250714","04:00","중랑천","26.7","7.5","7.9","4.450","0.145","3.4","0.000","0.000"
"20250714","04:00","안양천","25.8","6.9","6.5","7.620","0.100","5.4","0.000","0.000"
"20250714","04:00","선유","24.1","7.3","8.4","2.860","0.161","2.6","0.000","0.000"
"20250714","03:00","탄천","27.2","6.9","7.7","5.625","0.185","4.4","0.000","0.000"
"20250714","03:00","중랑천","26.8","7.6","7.9","4.300","0.145","3.6","0.000","0.000"
"20250714","03:00","안양천","26.1","7.0","6.8","7.750","0.110","5.9","0.000","0.000"
"20250714","03:00","선유","24.3","7.3","8.3","2.890","0.173","2.4","0.000","0.000"
"20250714","02:00","탄천","27.3","7.0","7.7","5.575","0.175","4.8","0.000","0.000"
"20250714","02:00","중랑천","26.9","7.6","7.9","4.350","0.145","3.6","0.000","0.000"
"20250714","02:00","안양천","26.3","7.0","7.1","7.230","0.115","5.7","0.000","0.000"
"20250714","02:00","선유","24.6","7.3","8.4","2.890","0.165","2.4","0.000","0.000"
"20250714","01:00","탄천","27.4","7.0","7.8","5.325","0.160","4.2","0.000","0.000"
"20250714","01:00","중랑천","27.1","7.7","7.9","4.375","0.145","3.5","0.000","0.000"
"20250714","01:00","안양천","26.5","7.0","7.4","7.640","0.175","5.5","0.000","0.000"
"20250714","01:00","선유","24.8","7.3","8.5","2.900","0.168","2.3","0.000","0.000"
"20250713","24:00","탄천","27.5","7.0","7.9","5.300","0.155","4.4","0.000","0.000"
"20250713","24:00","중랑천","27.3","7.7","7.8","4.300","0.145","4.0","0.000","0.000"
"20250713","24:00","안양천","26.8","7.0","7.7","7.520","0.130","5.7","0.000","0.000"
"20250713","24:00","선유","24.8","7.3","8.6","2.290","0.163","2.4","0.000","0.000"
